@relation 'winequality-red-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-F-B10-M-1.0-R5,8-precision6'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides {'\'(-inf-0.0605]\'','\'(0.0605-0.0675]\'','\'(0.0675-0.0725]\'','\'(0.0725-0.0755]\'','\'(0.0755-0.0785]\'','\'(0.0785-0.0815]\'','\'(0.0815-0.0865]\'','\'(0.0865-0.0935]\'','\'(0.0935-0.1065]\'','\'(0.1065-inf)\''}
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density {'\'(-inf-0.99455]\'','\'(0.99455-0.99535]\'','\'(0.99535-0.995865]\'','\'(0.995865-0.996305]\'','\'(0.996305-0.996755]\'','\'(0.996755-0.997175]\'','\'(0.997175-0.99759]\'','\'(0.99759-0.99816]\'','\'(0.99816-0.99912]\'','\'(0.99912-inf)\''}
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
8.4,0.665,0.61,2,'\'(0.1065-inf)\'',13,95,'\'(0.996755-0.997175]\'',3.16,0.54,9.1,5
12.7,0.6,0.65,2.3,'\'(0.0605-0.0675]\'',6,25,'\'(0.99912-inf)\'',3.03,0.57,9.9,5
12,0.37,0.76,4.2,'\'(0.0605-0.0675]\'',7,38,'\'(0.99912-inf)\'',3.22,0.6,13,7
6.6,0.735,0.02,7.9,'\'(0.1065-inf)\'',68,124,'\'(0.99912-inf)\'',3.47,0.53,9.9,5
11.5,0.59,0.59,2.6,'\'(0.0865-0.0935]\'',13,49,'\'(0.99816-0.99912]\'',3.18,0.65,11,6
11.5,0.59,0.59,2.6,'\'(0.0865-0.0935]\'',13,49,'\'(0.99816-0.99912]\'',3.18,0.65,11,6
8.7,0.765,0.22,2.3,'\'(0.0605-0.0675]\'',9,42,'\'(0.995865-0.996305]\'',3.1,0.55,9.4,5
6.6,0.735,0.02,7.9,'\'(0.1065-inf)\'',68,124,'\'(0.99912-inf)\'',3.47,0.53,9.9,5
7.7,0.26,0.3,1.7,'\'(-inf-0.0605]\'',20,38,'\'(0.99455-0.99535]\'',3.29,0.47,10.8,6
12.2,0.48,0.54,2.6,'\'(0.0815-0.0865]\'',19,64,'\'(0.99912-inf)\'',3.1,0.61,10.5,6
11.4,0.6,0.49,2.7,'\'(0.0815-0.0865]\'',10,41,'\'(0.99912-inf)\'',3.15,0.63,10.5,6
7.7,0.69,0.05,2.7,'\'(0.0725-0.0755]\'',15,27,'\'(0.997175-0.99759]\'',3.26,0.61,9.1,5
8.7,0.31,0.46,1.4,'\'(-inf-0.0605]\'',11,25,'\'(0.996305-0.996755]\'',3.36,0.76,10.1,6
9.8,0.44,0.47,2.5,'\'(0.0605-0.0675]\'',9,28,'\'(0.99759-0.99816]\'',3.24,0.65,10.8,6
12,0.39,0.66,3,'\'(0.0865-0.0935]\'',12,30,'\'(0.99912-inf)\'',3.18,0.63,10.8,7
10.4,0.34,0.58,3.7,'\'(0.1065-inf)\'',6,16,'\'(0.996755-0.997175]\'',3.19,0.7,11.3,6
12.5,0.46,0.49,4.5,'\'(0.0675-0.0725]\'',26,49,'\'(0.99759-0.99816]\'',3.05,0.57,9.6,4
9,0.43,0.34,2.5,'\'(0.0785-0.0815]\'',26,86,'\'(0.99816-0.99912]\'',3.38,0.62,9.5,6
9.1,0.45,0.35,2.4,'\'(0.0785-0.0815]\'',23,78,'\'(0.99816-0.99912]\'',3.38,0.62,9.5,5
7.1,0.735,0.16,1.9,'\'(0.0935-0.1065]\'',15,77,'\'(0.996305-0.996755]\'',3.27,0.64,9.3,5
9.9,0.4,0.53,6.7,'\'(0.0935-0.1065]\'',6,19,'\'(0.99816-0.99912]\'',3.27,0.82,11.7,7
8.8,0.52,0.34,2.7,'\'(0.0865-0.0935]\'',24,122,'\'(0.99816-0.99912]\'',3.26,0.61,9.5,5
8.6,0.725,0.24,6.6,'\'(0.1065-inf)\'',31,134,'\'(0.99912-inf)\'',3.32,1.07,9.3,5
10.6,0.48,0.64,2.2,'\'(0.1065-inf)\'',6,20,'\'(0.996755-0.997175]\'',3.26,0.66,11.7,6
7,0.58,0.12,1.9,'\'(0.0865-0.0935]\'',34,124,'\'(0.99535-0.995865]\'',3.44,0.48,10.5,5
11.9,0.38,0.51,2,'\'(0.1065-inf)\'',7,20,'\'(0.99912-inf)\'',3.24,0.76,10.4,6
6.8,0.77,0,1.8,'\'(0.0605-0.0675]\'',34,52,'\'(0.99759-0.99816]\'',3.62,0.68,9.9,5
9.5,0.56,0.33,2.4,'\'(0.0865-0.0935]\'',35,67,'\'(0.997175-0.99759]\'',3.28,0.73,11.8,7
6.6,0.84,0.03,2.3,'\'(-inf-0.0605]\'',32,48,'\'(0.99455-0.99535]\'',3.52,0.56,12.3,7
7.7,0.96,0.2,2,'\'(-inf-0.0605]\'',15,60,'\'(0.99535-0.995865]\'',3.36,0.44,10.9,5
10.5,0.24,0.47,2.1,'\'(0.0605-0.0675]\'',6,24,'\'(0.99759-0.99816]\'',3.15,0.9,11,7
7.7,0.96,0.2,2,'\'(-inf-0.0605]\'',15,60,'\'(0.99535-0.995865]\'',3.36,0.44,10.9,5
6.6,0.84,0.03,2.3,'\'(-inf-0.0605]\'',32,48,'\'(0.99455-0.99535]\'',3.52,0.56,12.3,7
6.4,0.67,0.08,2.1,'\'(-inf-0.0605]\'',19,48,'\'(0.99455-0.99535]\'',3.49,0.49,11.4,6
9.5,0.78,0.22,1.9,'\'(0.0755-0.0785]\'',6,32,'\'(0.99816-0.99912]\'',3.26,0.56,10.6,6
9.1,0.52,0.33,1.3,'\'(0.0675-0.0725]\'',9,30,'\'(0.99759-0.99816]\'',3.24,0.6,9.3,5
12.8,0.84,0.63,2.4,'\'(0.0865-0.0935]\'',13,35,'\'(0.99912-inf)\'',3.1,0.6,10.4,6
10.5,0.24,0.47,2.1,'\'(0.0605-0.0675]\'',6,24,'\'(0.99759-0.99816]\'',3.15,0.9,11,7
7.8,0.55,0.35,2.2,'\'(0.0725-0.0755]\'',21,66,'\'(0.997175-0.99759]\'',3.25,0.56,9.2,5
11.9,0.37,0.69,2.3,'\'(0.0755-0.0785]\'',12,24,'\'(0.99535-0.995865]\'',3,0.65,12.8,6
12.3,0.39,0.63,2.3,'\'(0.0865-0.0935]\'',6,18,'\'(0.99912-inf)\'',3.16,0.49,9.5,5
10.4,0.41,0.55,3.2,'\'(0.0755-0.0785]\'',22,54,'\'(0.99912-inf)\'',3.15,0.89,9.9,6
12.3,0.39,0.63,2.3,'\'(0.0865-0.0935]\'',6,18,'\'(0.99912-inf)\'',3.16,0.49,9.5,5
8,0.67,0.3,2,'\'(-inf-0.0605]\'',38,62,'\'(0.99535-0.995865]\'',3.26,0.56,10.2,6
11.1,0.45,0.73,3.2,'\'(0.0605-0.0675]\'',6,22,'\'(0.99816-0.99912]\'',3.17,0.66,11.2,6
10.4,0.41,0.55,3.2,'\'(0.0755-0.0785]\'',22,54,'\'(0.99912-inf)\'',3.15,0.89,9.9,6
7,0.62,0.18,1.5,'\'(0.0605-0.0675]\'',7,50,'\'(0.99455-0.99535]\'',3.08,0.6,9.3,5
12.6,0.31,0.72,2.2,'\'(0.0675-0.0725]\'',6,29,'\'(0.99816-0.99912]\'',2.88,0.82,9.8,8
11.9,0.4,0.65,2.15,'\'(0.0675-0.0725]\'',7,27,'\'(0.99816-0.99912]\'',3.06,0.68,11.3,6
15.6,0.685,0.76,3.7,'\'(0.0935-0.1065]\'',6,43,'\'(0.99912-inf)\'',2.95,0.68,11.2,7
10,0.44,0.49,2.7,'\'(0.0755-0.0785]\'',11,19,'\'(0.995865-0.996305]\'',3.23,0.63,11.6,7
5.3,0.57,0.01,1.7,'\'(-inf-0.0605]\'',5,27,'\'(-inf-0.99455]\'',3.57,0.84,12.5,7
9.5,0.735,0.1,2.1,'\'(0.0785-0.0815]\'',6,31,'\'(0.99816-0.99912]\'',3.23,0.56,10.1,6
12.5,0.38,0.6,2.6,'\'(0.0785-0.0815]\'',31,72,'\'(0.99912-inf)\'',3.1,0.73,10.5,5
9.3,0.48,0.29,2.1,'\'(0.1065-inf)\'',6,16,'\'(0.996755-0.997175]\'',3.22,0.72,11.2,5
8.6,0.53,0.22,2,'\'(0.0935-0.1065]\'',7,27,'\'(0.996305-0.996755]\'',3.2,0.56,10.2,6
11.9,0.39,0.69,2.8,'\'(0.0935-0.1065]\'',17,35,'\'(0.99912-inf)\'',3.1,0.61,10.8,6
11.9,0.39,0.69,2.8,'\'(0.0935-0.1065]\'',17,35,'\'(0.99912-inf)\'',3.1,0.61,10.8,6
8.4,0.37,0.53,1.8,'\'(0.1065-inf)\'',9,26,'\'(0.99759-0.99816]\'',3.06,1.06,9.1,6
6.8,0.56,0.03,1.7,'\'(0.0815-0.0865]\'',18,35,'\'(0.996755-0.997175]\'',3.44,0.63,10,6
10.4,0.33,0.63,2.8,'\'(0.0815-0.0865]\'',5,22,'\'(0.99912-inf)\'',3.26,0.74,11.2,7
7,0.23,0.4,1.6,'\'(0.0605-0.0675]\'',21,67,'\'(0.99455-0.99535]\'',3.5,0.63,11.1,5
11.3,0.62,0.67,5.2,'\'(0.0815-0.0865]\'',6,19,'\'(0.99816-0.99912]\'',3.22,0.69,13.4,8
8.9,0.59,0.39,2.3,'\'(0.0935-0.1065]\'',5,22,'\'(0.99816-0.99912]\'',3.37,0.58,10.3,5
9.2,0.63,0.21,2.7,'\'(0.0935-0.1065]\'',29,65,'\'(0.99816-0.99912]\'',3.28,0.58,9.6,5
10.4,0.33,0.63,2.8,'\'(0.0815-0.0865]\'',5,22,'\'(0.99912-inf)\'',3.26,0.74,11.2,7
11.6,0.58,0.66,2.2,'\'(0.0725-0.0755]\'',10,47,'\'(0.99912-inf)\'',3.25,0.57,9,3
9.2,0.43,0.52,2.3,'\'(0.0815-0.0865]\'',14,23,'\'(0.99759-0.99816]\'',3.35,0.61,11.3,6
8.3,0.615,0.22,2.6,'\'(0.0865-0.0935]\'',6,19,'\'(0.99816-0.99912]\'',3.26,0.61,9.3,5
11,0.26,0.68,2.55,'\'(0.0815-0.0865]\'',10,25,'\'(0.996755-0.997175]\'',3.18,0.61,11.8,5
8.1,0.66,0.7,2.2,'\'(0.0935-0.1065]\'',25,129,'\'(0.997175-0.99759]\'',3.08,0.53,9,5
11.5,0.315,0.54,2.1,'\'(0.0815-0.0865]\'',5,15,'\'(0.99816-0.99912]\'',2.98,0.7,9.2,6
10,0.29,0.4,2.9,'\'(0.0935-0.1065]\'',10,26,'\'(0.99912-inf)\'',3.48,0.91,9.7,5
10.3,0.5,0.42,2,'\'(0.0675-0.0725]\'',21,51,'\'(0.99816-0.99912]\'',3.16,0.72,11.5,6
8.8,0.46,0.45,2.6,'\'(0.0605-0.0675]\'',7,18,'\'(0.99455-0.99535]\'',3.32,0.79,14,6
11.4,0.36,0.69,2.1,'\'(0.0865-0.0935]\'',6,21,'\'(0.99912-inf)\'',3.17,0.62,9.2,6
8.7,0.82,0.02,1.2,'\'(0.0675-0.0725]\'',36,48,'\'(0.99455-0.99535]\'',3.2,0.58,9.8,5
13,0.32,0.65,2.6,'\'(0.0865-0.0935]\'',15,47,'\'(0.99912-inf)\'',3.05,0.61,10.6,5
9.6,0.54,0.42,2.4,'\'(0.0785-0.0815]\'',25,52,'\'(0.996755-0.997175]\'',3.2,0.71,11.4,6
12.5,0.37,0.55,2.6,'\'(0.0815-0.0865]\'',25,68,'\'(0.99912-inf)\'',3.15,0.82,10.4,6
9.9,0.35,0.55,2.1,'\'(0.0605-0.0675]\'',5,14,'\'(0.996755-0.997175]\'',3.26,0.79,10.6,5
10.5,0.28,0.51,1.7,'\'(0.0785-0.0815]\'',10,24,'\'(0.99816-0.99912]\'',3.2,0.89,9.4,6
9.6,0.68,0.24,2.2,'\'(0.0865-0.0935]\'',5,28,'\'(0.99816-0.99912]\'',3.14,0.6,10.2,5
9.3,0.27,0.41,2,'\'(0.0865-0.0935]\'',6,16,'\'(0.99759-0.99816]\'',3.28,0.7,9.7,5
10.4,0.24,0.49,1.8,'\'(0.0725-0.0755]\'',6,20,'\'(0.99759-0.99816]\'',3.18,1.06,11,6
9.6,0.68,0.24,2.2,'\'(0.0865-0.0935]\'',5,28,'\'(0.99816-0.99912]\'',3.14,0.6,10.2,5
9.4,0.685,0.11,2.7,'\'(0.0755-0.0785]\'',6,31,'\'(0.99816-0.99912]\'',3.19,0.7,10.1,6
10.6,0.28,0.39,15.5,'\'(0.0675-0.0725]\'',6,23,'\'(0.99912-inf)\'',3.12,0.66,9.2,5
9.4,0.3,0.56,2.8,'\'(0.0785-0.0815]\'',6,17,'\'(0.996305-0.996755]\'',3.15,0.92,11.7,8
10.6,0.36,0.59,2.2,'\'(0.1065-inf)\'',6,18,'\'(0.99816-0.99912]\'',3.04,1.05,9.4,5
10.6,0.36,0.6,2.2,'\'(0.1065-inf)\'',7,18,'\'(0.99816-0.99912]\'',3.04,1.06,9.4,5
10.6,0.44,0.68,4.1,'\'(0.1065-inf)\'',6,24,'\'(0.996755-0.997175]\'',3.06,0.66,13.4,6
10.2,0.67,0.39,1.9,'\'(-inf-0.0605]\'',6,17,'\'(0.99759-0.99816]\'',3.17,0.47,10,5
10.2,0.67,0.39,1.9,'\'(-inf-0.0605]\'',6,17,'\'(0.99759-0.99816]\'',3.17,0.47,10,5
10.2,0.645,0.36,1.8,'\'(-inf-0.0605]\'',5,14,'\'(0.99816-0.99912]\'',3.17,0.42,10,6
11.6,0.32,0.55,2.8,'\'(0.0785-0.0815]\'',35,67,'\'(0.99912-inf)\'',3.32,0.92,10.8,7
9.3,0.39,0.4,2.6,'\'(0.0725-0.0755]\'',10,26,'\'(0.99816-0.99912]\'',3.34,0.75,10.2,6
9.3,0.775,0.27,2.8,'\'(0.0755-0.0785]\'',24,56,'\'(0.99816-0.99912]\'',3.31,0.67,10.6,6
9.2,0.41,0.5,2.5,'\'(-inf-0.0605]\'',12,25,'\'(0.99455-0.99535]\'',3.34,0.79,13.3,7
8.9,0.4,0.51,2.6,'\'(-inf-0.0605]\'',13,27,'\'(0.99455-0.99535]\'',3.32,0.9,13.4,7
8.7,0.69,0.31,3,'\'(0.0815-0.0865]\'',23,81,'\'(0.99912-inf)\'',3.48,0.74,11.6,6
6.5,0.39,0.23,8.3,'\'(-inf-0.0605]\'',28,91,'\'(0.99455-0.99535]\'',3.44,0.55,12.1,6
10.7,0.35,0.53,2.6,'\'(0.0675-0.0725]\'',5,16,'\'(0.997175-0.99759]\'',3.15,0.65,11,8
7.8,0.52,0.25,1.9,'\'(0.0785-0.0815]\'',14,38,'\'(0.99816-0.99912]\'',3.43,0.65,9,6
7.2,0.34,0.32,2.5,'\'(0.0865-0.0935]\'',43,113,'\'(0.996305-0.996755]\'',3.32,0.79,11.1,5
10.7,0.35,0.53,2.6,'\'(0.0675-0.0725]\'',5,16,'\'(0.997175-0.99759]\'',3.15,0.65,11,8
8.7,0.69,0.31,3,'\'(0.0815-0.0865]\'',23,81,'\'(0.99912-inf)\'',3.48,0.74,11.6,6
7.8,0.52,0.25,1.9,'\'(0.0785-0.0815]\'',14,38,'\'(0.99816-0.99912]\'',3.43,0.65,9,6
10.4,0.44,0.73,6.55,'\'(0.0725-0.0755]\'',38,76,'\'(0.99816-0.99912]\'',3.17,0.85,12,7
10.4,0.44,0.73,6.55,'\'(0.0725-0.0755]\'',38,76,'\'(0.99816-0.99912]\'',3.17,0.85,12,7
10.5,0.26,0.47,1.9,'\'(0.0755-0.0785]\'',6,24,'\'(0.99759-0.99816]\'',3.18,1.04,10.9,7
10.5,0.24,0.42,1.8,'\'(0.0755-0.0785]\'',6,22,'\'(0.99759-0.99816]\'',3.21,1.05,10.8,7
10.2,0.49,0.63,2.9,'\'(0.0675-0.0725]\'',10,26,'\'(0.996755-0.997175]\'',3.16,0.78,12.5,7
10.4,0.24,0.46,1.8,'\'(0.0725-0.0755]\'',6,21,'\'(0.99759-0.99816]\'',3.25,1.02,10.8,7
11.2,0.67,0.55,2.3,'\'(0.0815-0.0865]\'',6,13,'\'(0.99912-inf)\'',3.17,0.71,9.5,6
10,0.59,0.31,2.2,'\'(0.0865-0.0935]\'',26,62,'\'(0.99912-inf)\'',3.18,0.63,10.2,6
13.3,0.29,0.75,2.8,'\'(0.0815-0.0865]\'',23,43,'\'(0.99816-0.99912]\'',3.04,0.68,11.4,7
12.4,0.42,0.49,4.6,'\'(0.0725-0.0755]\'',19,43,'\'(0.99759-0.99816]\'',3.02,0.61,9.5,5
10,0.59,0.31,2.2,'\'(0.0865-0.0935]\'',26,62,'\'(0.99912-inf)\'',3.18,0.63,10.2,6
10.7,0.4,0.48,2.1,'\'(0.1065-inf)\'',15,49,'\'(0.99759-0.99816]\'',3.03,0.81,9.7,6
10.5,0.51,0.64,2.4,'\'(0.1065-inf)\'',6,15,'\'(0.997175-0.99759]\'',3.09,0.66,11.8,7
10.5,0.51,0.64,2.4,'\'(0.1065-inf)\'',6,15,'\'(0.997175-0.99759]\'',3.09,0.66,11.8,7
8.5,0.655,0.49,6.1,'\'(0.1065-inf)\'',34,151,'\'(0.99912-inf)\'',3.31,1.14,9.3,5
12.5,0.6,0.49,4.3,'\'(0.0935-0.1065]\'',5,14,'\'(0.99912-inf)\'',3.25,0.74,11.9,6
10.4,0.61,0.49,2.1,'\'(0.1065-inf)\'',5,16,'\'(0.99912-inf)\'',3.16,0.63,8.4,3
10.9,0.21,0.49,2.8,'\'(0.0865-0.0935]\'',11,32,'\'(0.997175-0.99759]\'',3.22,0.68,11.7,6
7.3,0.365,0.49,2.5,'\'(0.0865-0.0935]\'',39,106,'\'(0.996305-0.996755]\'',3.36,0.78,11,5
9.8,0.25,0.49,2.7,'\'(0.0865-0.0935]\'',15,33,'\'(0.99816-0.99912]\'',3.42,0.9,10,6
7.6,0.41,0.49,2,'\'(0.0865-0.0935]\'',16,43,'\'(0.99759-0.99816]\'',3.48,0.64,9.1,5
8.2,0.39,0.49,2.3,'\'(0.0935-0.1065]\'',47,133,'\'(0.99759-0.99816]\'',3.38,0.99,9.8,5
9.3,0.4,0.49,2.5,'\'(0.0815-0.0865]\'',38,142,'\'(0.99759-0.99816]\'',3.22,0.55,9.4,5
9.2,0.43,0.49,2.4,'\'(0.0815-0.0865]\'',23,116,'\'(0.99759-0.99816]\'',3.23,0.64,9.5,5
10.4,0.64,0.24,2.8,'\'(0.0935-0.1065]\'',29,53,'\'(0.99912-inf)\'',3.24,0.67,9.9,5
7.3,0.365,0.49,2.5,'\'(0.0865-0.0935]\'',39,106,'\'(0.996305-0.996755]\'',3.36,0.78,11,5
7,0.38,0.49,2.5,'\'(0.0935-0.1065]\'',33,85,'\'(0.995865-0.996305]\'',3.39,0.77,11.4,6
8.2,0.42,0.49,2.6,'\'(0.0815-0.0865]\'',32,55,'\'(0.99816-0.99912]\'',3.34,0.75,8.7,6
9.9,0.63,0.24,2.4,'\'(0.0755-0.0785]\'',6,33,'\'(0.997175-0.99759]\'',3.09,0.57,9.4,5
9.1,0.22,0.24,2.1,'\'(0.0755-0.0785]\'',1,28,'\'(0.99816-0.99912]\'',3.41,0.87,10.3,6
11.9,0.38,0.49,2.7,'\'(0.0935-0.1065]\'',12,42,'\'(0.99912-inf)\'',3.16,0.61,10.3,5
11.9,0.38,0.49,2.7,'\'(0.0935-0.1065]\'',12,42,'\'(0.99912-inf)\'',3.16,0.61,10.3,5
10.3,0.27,0.24,2.1,'\'(0.0675-0.0725]\'',15,33,'\'(0.99535-0.995865]\'',3.22,0.66,12.8,6
10,0.48,0.24,2.7,'\'(0.0935-0.1065]\'',13,32,'\'(0.99912-inf)\'',3.28,0.56,10,6
9.1,0.22,0.24,2.1,'\'(0.0755-0.0785]\'',1,28,'\'(0.99816-0.99912]\'',3.41,0.87,10.3,6
9.9,0.63,0.24,2.4,'\'(0.0755-0.0785]\'',6,33,'\'(0.997175-0.99759]\'',3.09,0.57,9.4,5
8.1,0.825,0.24,2.1,'\'(0.0815-0.0865]\'',5,13,'\'(0.997175-0.99759]\'',3.37,0.77,10.7,6
12.9,0.35,0.49,5.8,'\'(0.0605-0.0675]\'',5,35,'\'(0.99912-inf)\'',3.2,0.66,12,7
11.2,0.5,0.74,5.15,'\'(0.0935-0.1065]\'',5,17,'\'(0.99912-inf)\'',3.22,0.62,11.2,5
9.2,0.59,0.24,3.3,'\'(0.0935-0.1065]\'',20,47,'\'(0.99816-0.99912]\'',3.26,0.67,9.6,5
9.5,0.46,0.49,6.3,'\'(0.0605-0.0675]\'',5,17,'\'(0.99816-0.99912]\'',3.21,0.73,11,6
9.3,0.715,0.24,2.1,'\'(0.0675-0.0725]\'',5,20,'\'(0.996305-0.996755]\'',3.12,0.59,9.9,5
11.2,0.66,0.24,2.5,'\'(0.0815-0.0865]\'',16,53,'\'(0.99912-inf)\'',3.06,0.72,11,6
14.3,0.31,0.74,1.8,'\'(0.0725-0.0755]\'',6,15,'\'(0.99912-inf)\'',2.86,0.79,8.4,6
9.1,0.47,0.49,2.6,'\'(0.0935-0.1065]\'',38,106,'\'(0.99816-0.99912]\'',3.08,0.59,9.1,5
7.5,0.55,0.24,2,'\'(0.0755-0.0785]\'',10,28,'\'(0.99816-0.99912]\'',3.45,0.78,9.5,6
10.6,0.31,0.49,2.5,'\'(0.0605-0.0675]\'',6,21,'\'(0.99816-0.99912]\'',3.26,0.86,10.7,6
12.4,0.35,0.49,2.6,'\'(0.0785-0.0815]\'',27,69,'\'(0.99912-inf)\'',3.12,0.75,10.4,6
9,0.53,0.49,1.9,'\'(0.1065-inf)\'',6,25,'\'(0.997175-0.99759]\'',3.27,0.61,9.4,6
6.8,0.51,0.01,2.1,'\'(0.0725-0.0755]\'',9,25,'\'(0.99535-0.995865]\'',3.33,0.56,9.5,6
9.4,0.43,0.24,2.8,'\'(0.0865-0.0935]\'',14,45,'\'(0.99759-0.99816]\'',3.19,0.73,10,6
9.5,0.46,0.24,2.7,'\'(0.0865-0.0935]\'',14,44,'\'(0.99759-0.99816]\'',3.12,0.74,10,6
5,1.04,0.24,1.6,'\'(-inf-0.0605]\'',32,96,'\'(-inf-0.99455]\'',3.74,0.62,11.5,5
15.5,0.645,0.49,4.2,'\'(0.0935-0.1065]\'',10,23,'\'(0.99912-inf)\'',2.92,0.74,11.1,5
15.5,0.645,0.49,4.2,'\'(0.0935-0.1065]\'',10,23,'\'(0.99912-inf)\'',2.92,0.74,11.1,5
10.9,0.53,0.49,4.6,'\'(0.1065-inf)\'',10,17,'\'(0.99912-inf)\'',3.07,0.56,11.7,6
15.6,0.645,0.49,4.2,'\'(0.0935-0.1065]\'',10,23,'\'(0.99912-inf)\'',2.92,0.74,11.1,5
10.9,0.53,0.49,4.6,'\'(0.1065-inf)\'',10,17,'\'(0.99912-inf)\'',3.07,0.56,11.7,6
13,0.47,0.49,4.3,'\'(0.0815-0.0865]\'',6,47,'\'(0.99912-inf)\'',3.3,0.68,12.7,6
12.7,0.6,0.49,2.8,'\'(0.0725-0.0755]\'',5,19,'\'(0.99912-inf)\'',3.14,0.57,11.4,5
9,0.44,0.49,2.4,'\'(0.0755-0.0785]\'',26,121,'\'(0.99759-0.99816]\'',3.23,0.58,9.2,5
9,0.54,0.49,2.9,'\'(0.0935-0.1065]\'',41,110,'\'(0.99816-0.99912]\'',3.08,0.61,9.2,5
7.6,0.29,0.49,2.7,'\'(0.0865-0.0935]\'',25,60,'\'(0.996755-0.997175]\'',3.31,0.61,10.1,6
13,0.47,0.49,4.3,'\'(0.0815-0.0865]\'',6,47,'\'(0.99912-inf)\'',3.3,0.68,12.7,6
12.7,0.6,0.49,2.8,'\'(0.0725-0.0755]\'',5,19,'\'(0.99912-inf)\'',3.14,0.57,11.4,5
8.7,0.7,0.24,2.5,'\'(0.1065-inf)\'',5,15,'\'(0.99816-0.99912]\'',3.32,0.6,9,6
8.7,0.7,0.24,2.5,'\'(0.1065-inf)\'',5,15,'\'(0.99816-0.99912]\'',3.32,0.6,9,6
9.8,0.5,0.49,2.6,'\'(0.1065-inf)\'',5,20,'\'(0.99816-0.99912]\'',3.31,0.79,10.7,6
6.2,0.36,0.24,2.2,'\'(0.0935-0.1065]\'',19,42,'\'(0.99455-0.99535]\'',3.57,0.57,11.7,6
11.5,0.35,0.49,3.3,'\'(0.0675-0.0725]\'',10,37,'\'(0.99912-inf)\'',3.32,0.91,11,6
6.2,0.36,0.24,2.2,'\'(0.0935-0.1065]\'',19,42,'\'(0.99455-0.99535]\'',3.57,0.57,11.7,6
10.2,0.24,0.49,2.4,'\'(0.0725-0.0755]\'',10,28,'\'(0.99759-0.99816]\'',3.14,0.61,10.4,5
10.5,0.59,0.49,2.1,'\'(0.0675-0.0725]\'',14,47,'\'(0.99816-0.99912]\'',3.3,0.56,9.6,4
10.6,0.34,0.49,3.2,'\'(0.0755-0.0785]\'',20,78,'\'(0.99912-inf)\'',3.19,0.7,10,6
12.3,0.27,0.49,3.1,'\'(0.0785-0.0815]\'',28,46,'\'(0.99912-inf)\'',3.2,0.8,10.2,6
9.9,0.5,0.24,2.3,'\'(0.0935-0.1065]\'',6,14,'\'(0.99759-0.99816]\'',3.34,0.52,10,4
8.8,0.44,0.49,2.8,'\'(0.0815-0.0865]\'',18,111,'\'(0.99816-0.99912]\'',3.3,0.6,9.5,5
8.8,0.47,0.49,2.9,'\'(0.0815-0.0865]\'',17,110,'\'(0.99816-0.99912]\'',3.29,0.6,9.8,5
10.6,0.31,0.49,2.2,'\'(0.0605-0.0675]\'',18,40,'\'(0.99759-0.99816]\'',3.14,0.51,9.8,6
12.3,0.5,0.49,2.2,'\'(0.0865-0.0935]\'',5,14,'\'(0.99912-inf)\'',3.19,0.44,9.6,5
12.3,0.5,0.49,2.2,'\'(0.0865-0.0935]\'',5,14,'\'(0.99912-inf)\'',3.19,0.44,9.6,5
11.7,0.49,0.49,2.2,'\'(0.0815-0.0865]\'',5,15,'\'(0.99912-inf)\'',3.19,0.43,9.2,5
12,0.28,0.49,1.9,'\'(0.0725-0.0755]\'',10,21,'\'(0.99759-0.99816]\'',2.98,0.66,9.9,7
11.8,0.33,0.49,3.4,'\'(0.0865-0.0935]\'',54,80,'\'(0.99912-inf)\'',3.3,0.76,10.7,7
7.6,0.51,0.24,2.4,'\'(0.0865-0.0935]\'',8,38,'\'(0.99759-0.99816]\'',3.47,0.66,9.6,6
11.1,0.31,0.49,2.7,'\'(0.0935-0.1065]\'',16,47,'\'(0.99816-0.99912]\'',3.12,1.02,10.6,7
7.3,0.73,0.24,1.9,'\'(0.1065-inf)\'',18,102,'\'(0.996305-0.996755]\'',3.26,0.59,9.3,5
5,0.42,0.24,2,'\'(-inf-0.0605]\'',19,50,'\'(-inf-0.99455]\'',3.72,0.74,14,8
10.2,0.29,0.49,2.6,'\'(-inf-0.0605]\'',5,13,'\'(0.99759-0.99816]\'',3.05,0.74,10.5,7
9,0.45,0.49,2.6,'\'(0.0815-0.0865]\'',21,75,'\'(0.99816-0.99912]\'',3.35,0.57,9.7,5
6.6,0.39,0.49,1.7,'\'(0.0675-0.0725]\'',23,149,'\'(-inf-0.99455]\'',3.12,0.5,11.5,6
9,0.45,0.49,2.6,'\'(0.0815-0.0865]\'',21,75,'\'(0.99816-0.99912]\'',3.35,0.57,9.7,5
9.9,0.49,0.58,3.5,'\'(0.0935-0.1065]\'',9,43,'\'(0.99912-inf)\'',3.29,0.58,9,5
