@relation 'winequality-white-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R4,8-precision6'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' {'\'(-inf-7.12]\'','\'(7.12-13.64]\'','\'(13.64-20.16]\'','\'(20.16-26.68]\'','\'(26.68-33.2]\'','\'(33.2-39.72]\'','\'(39.72-46.24]\'','\'(46.24-52.76]\'','\'(52.76-59.28]\'','\'(59.28-inf)\''}
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density {'\'(-inf-0.992297]\'','\'(0.992297-0.997484]\'','\'(0.997484-1.002671]\'','\'(1.002671-1.007858]\'','\'(1.007858-1.013045]\'','\'(1.013045-1.018232]\'','\'(1.018232-1.023419]\'','\'(1.023419-1.028606]\'','\'(1.028606-1.033793]\'','\'(1.033793-inf)\''}
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality numeric

@data
7.4,0.19,0.3,'\'(7.12-13.64]\'',0.053,48.5,229,'\'(0.997484-1.002671]\'',3.14,0.49,9.1,7
7.4,0.19,0.3,'\'(7.12-13.64]\'',0.053,48.5,212,'\'(0.997484-1.002671]\'',3.14,0.49,9.1,7
6.9,0.32,0.13,'\'(7.12-13.64]\'',0.042,11,117,'\'(0.992297-0.997484]\'',3.23,0.37,9.2,5
6,0.34,0.24,'\'(-inf-7.12]\'',0.06,23,126,'\'(0.992297-0.997484]\'',3.25,0.44,9,7
7.6,0.32,0.58,'\'(13.64-20.16]\'',0.05,43,163,'\'(0.997484-1.002671]\'',3.15,0.54,9.2,5
7.7,0.24,0.31,'\'(-inf-7.12]\'',0.047,33,106,'\'(0.992297-0.997484]\'',3.22,0.55,10.8,6
8,0.36,0.43,'\'(7.12-13.64]\'',0.053,29,146,'\'(0.997484-1.002671]\'',3.4,0.46,9.5,6
7.4,0.29,0.25,'\'(-inf-7.12]\'',0.044,30,114,'\'(-inf-0.992297]\'',3.11,0.4,11,6
6.6,0.32,0.27,'\'(7.12-13.64]\'',0.041,37,146,'\'(0.992297-0.997484]\'',3.24,0.47,10,5
6.3,0.3,0.24,'\'(-inf-7.12]\'',0.04,38,141,'\'(0.992297-0.997484]\'',3.22,0.47,9.5,5
6.4,0.33,0.24,'\'(7.12-13.64]\'',0.041,29,109,'\'(0.992297-0.997484]\'',3.29,0.47,10.1,6
7.5,0.18,0.31,'\'(7.12-13.64]\'',0.051,24,94,'\'(0.992297-0.997484]\'',3.19,0.44,9.5,7
6.5,0.39,0.81,'\'(-inf-7.12]\'',0.217,14,74,'\'(0.992297-0.997484]\'',3.08,0.53,9.5,5
6.8,0.25,0.18,'\'(-inf-7.12]\'',0.056,13,137,'\'(0.992297-0.997484]\'',3.11,0.42,9.5,5
6.4,0.18,0.32,'\'(7.12-13.64]\'',0.052,24,90,'\'(0.992297-0.997484]\'',3.35,0.49,9.4,6
7.1,0.18,0.32,'\'(7.12-13.64]\'',0.048,36,125,'\'(0.992297-0.997484]\'',2.92,0.54,9.4,6
7.6,0.27,0.42,'\'(-inf-7.12]\'',0.044,29,110,'\'(-inf-0.992297]\'',3.31,0.51,12.7,6
9.2,0.23,0.35,'\'(7.12-13.64]\'',0.037,34,145,'\'(0.997484-1.002671]\'',3.09,0.32,9.7,5
7.9,0.28,0.41,'\'(-inf-7.12]\'',0.058,31,153,'\'(0.992297-0.997484]\'',3.27,0.51,9.7,6
7.1,0.18,0.32,'\'(7.12-13.64]\'',0.048,36,125,'\'(0.992297-0.997484]\'',2.92,0.54,9.4,6
6.4,0.18,0.32,'\'(7.12-13.64]\'',0.052,24,90,'\'(0.992297-0.997484]\'',3.35,0.49,9.4,6
6.8,0.25,0.18,'\'(-inf-7.12]\'',0.056,13,137,'\'(0.992297-0.997484]\'',3.11,0.42,9.5,5
7,0.22,0.26,'\'(-inf-7.12]\'',0.037,20,71,'\'(-inf-0.992297]\'',3.1,0.38,11.7,6
7.3,0.18,0.29,'\'(-inf-7.12]\'',0.036,26,101,'\'(-inf-0.992297]\'',3.09,0.37,11.7,6
7.1,0.26,0.19,'\'(7.12-13.64]\'',0.051,53,187,'\'(0.992297-0.997484]\'',3.16,0.52,9.7,5
6.6,0.25,0.42,'\'(7.12-13.64]\'',0.049,77,231,'\'(0.992297-0.997484]\'',3.24,0.52,9.5,6
6.4,0.24,0.23,'\'(7.12-13.64]\'',0.069,31,157,'\'(0.992297-0.997484]\'',3.25,0.53,9.1,5
6,0.28,0.27,'\'(-inf-7.12]\'',0.051,23,147,'\'(0.992297-0.997484]\'',3.23,0.67,10.3,6
7.1,0.26,0.19,'\'(7.12-13.64]\'',0.051,53,187,'\'(0.992297-0.997484]\'',3.16,0.52,9.7,5
7.8,0.24,0.38,'\'(-inf-7.12]\'',0.058,14,167,'\'(0.992297-0.997484]\'',3.21,0.55,9.9,5
7.6,0.27,0.33,'\'(-inf-7.12]\'',0.059,19,175,'\'(0.992297-0.997484]\'',3.22,0.56,9.9,5
7.7,0.39,0.34,'\'(7.12-13.64]\'',0.056,35,178,'\'(0.992297-0.997484]\'',3.26,0.6,10.2,5
8.9,0.24,0.33,'\'(13.64-20.16]\'',0.035,16,132,'\'(0.992297-0.997484]\'',3,0.37,12.1,6
6.6,0.23,0.24,'\'(-inf-7.12]\'',0.045,36,138,'\'(-inf-0.992297]\'',3.15,0.64,11.3,7
7.1,0.26,0.3,'\'(-inf-7.12]\'',0.031,13,128,'\'(-inf-0.992297]\'',3.19,0.49,11.4,5
7,0.32,0.35,'\'(-inf-7.12]\'',0.039,24,125,'\'(-inf-0.992297]\'',3.17,0.64,12.2,6
7.4,0.24,0.26,'\'(-inf-7.12]\'',0.058,53,150,'\'(0.992297-0.997484]\'',3.18,0.5,9.9,7
6.9,0.21,0.33,'\'(-inf-7.12]\'',0.056,35,136,'\'(0.992297-0.997484]\'',3.63,0.78,10.3,6
7,0.32,0.35,'\'(-inf-7.12]\'',0.039,24,125,'\'(-inf-0.992297]\'',3.17,0.64,12.2,6
7.4,0.17,0.29,'\'(-inf-7.12]\'',0.047,23,107,'\'(0.992297-0.997484]\'',3.52,0.65,10.4,6
7.1,0.26,0.3,'\'(-inf-7.12]\'',0.031,13,128,'\'(-inf-0.992297]\'',3.19,0.49,11.4,5
8.5,0.28,0.34,'\'(13.64-20.16]\'',0.041,32,161,'\'(0.997484-1.002671]\'',3.13,0.4,9.9,6
7.8,0.3,0.37,'\'(-inf-7.12]\'',0.051,16,96,'\'(0.992297-0.997484]\'',3.32,0.62,10,5
8.1,0.25,0.38,'\'(-inf-7.12]\'',0.051,18,129,'\'(0.992297-0.997484]\'',3.21,0.38,11.5,6
7.7,0.28,0.29,'\'(-inf-7.12]\'',0.041,29,163,'\'(0.992297-0.997484]\'',3.44,0.6,10.5,6
6.5,0.24,0.36,'\'(-inf-7.12]\'',0.027,36,134,'\'(-inf-0.992297]\'',3.28,0.36,12.5,7
7,0.22,0.32,'\'(-inf-7.12]\'',0.045,40,120,'\'(-inf-0.992297]\'',2.98,0.44,10.5,6
8.5,0.28,0.34,'\'(13.64-20.16]\'',0.041,32,161,'\'(0.997484-1.002671]\'',3.13,0.4,9.9,6
8,0.45,0.28,'\'(7.12-13.64]\'',0.051,25,157,'\'(0.992297-0.997484]\'',3.06,0.47,11.4,7
6.9,0.23,0.33,'\'(7.12-13.64]\'',0.056,44,169,'\'(0.997484-1.002671]\'',3.42,0.42,9.8,6
8,0.45,0.28,'\'(7.12-13.64]\'',0.051,25,157,'\'(0.992297-0.997484]\'',3.06,0.47,11.4,7
7.6,0.23,0.26,'\'(13.64-20.16]\'',0.067,32,166,'\'(0.997484-1.002671]\'',3.03,0.44,9.2,4
7.7,0.28,0.58,'\'(7.12-13.64]\'',0.046,60,177,'\'(0.997484-1.002671]\'',3.08,0.46,8.9,5
7.7,0.27,0.61,'\'(7.12-13.64]\'',0.046,64,179,'\'(0.997484-1.002671]\'',3.07,0.46,8.9,5
7.1,0.2,0.36,'\'(7.12-13.64]\'',0.042,45,124,'\'(0.992297-0.997484]\'',2.92,0.59,9.5,7
6.9,0.25,0.35,'\'(7.12-13.64]\'',0.034,42,150,'\'(0.992297-0.997484]\'',3.21,0.36,11.5,6
7.1,0.2,0.36,'\'(7.12-13.64]\'',0.042,45,124,'\'(0.992297-0.997484]\'',2.92,0.59,9.5,7
6.9,0.25,0.35,'\'(7.12-13.64]\'',0.034,42,150,'\'(0.992297-0.997484]\'',3.21,0.36,11.5,6
8.4,0.2,0.31,'\'(-inf-7.12]\'',0.054,16,89,'\'(0.992297-0.997484]\'',2.96,0.45,9.5,6
6.5,0.39,0.35,'\'(-inf-7.12]\'',0.049,10,164,'\'(0.992297-0.997484]\'',3.35,0.51,9.7,5
7.2,0.23,0.38,'\'(-inf-7.12]\'',0.067,20,90,'\'(0.992297-0.997484]\'',3.17,0.79,9.7,5
6.9,0.44,0.42,'\'(7.12-13.64]\'',0.048,10,147,'\'(0.992297-0.997484]\'',3.32,0.46,9.5,6
7.1,0.28,0.19,'\'(7.12-13.64]\'',0.04,48,184,'\'(0.992297-0.997484]\'',3.16,0.5,9.4,5
6.4,0.34,0.2,'\'(13.64-20.16]\'',0.06,37,162,'\'(0.997484-1.002671]\'',3.13,0.45,9,4
6.1,0.15,0.29,'\'(-inf-7.12]\'',0.046,39,151,'\'(0.992297-0.997484]\'',3.6,0.44,10.6,6
6.9,0.44,0.42,'\'(7.12-13.64]\'',0.048,10,147,'\'(0.992297-0.997484]\'',3.32,0.46,9.5,6
7.2,0.29,0.18,'\'(7.12-13.64]\'',0.042,41,180,'\'(0.992297-0.997484]\'',3.16,0.49,9.1,5
7.1,0.28,0.19,'\'(7.12-13.64]\'',0.04,48,184,'\'(0.992297-0.997484]\'',3.16,0.5,9.4,5
6.1,0.23,0.45,'\'(7.12-13.64]\'',0.094,49,169,'\'(0.992297-0.997484]\'',3.05,0.54,8.8,5
6.7,0.23,0.42,'\'(7.12-13.64]\'',0.047,52,171,'\'(0.997484-1.002671]\'',3.54,0.74,10.4,5
7,0.36,0.14,'\'(7.12-13.64]\'',0.043,35,228,'\'(0.997484-1.002671]\'',3.13,0.51,8.9,5
7.5,0.31,0.24,'\'(-inf-7.12]\'',0.031,28,141,'\'(0.992297-0.997484]\'',3.16,0.38,10.6,7
6.4,0.34,0.2,'\'(13.64-20.16]\'',0.06,37,162,'\'(0.997484-1.002671]\'',3.13,0.45,9,4
6.1,0.15,0.29,'\'(-inf-7.12]\'',0.046,39,151,'\'(0.992297-0.997484]\'',3.6,0.44,10.6,6
7.4,0.2,0.29,'\'(-inf-7.12]\'',0.047,16,100,'\'(0.992297-0.997484]\'',3.28,0.45,10.6,6
6.3,0.27,0.18,'\'(7.12-13.64]\'',0.048,45,186,'\'(0.992297-0.997484]\'',3.23,0.47,9,5
9.2,0.34,0.54,'\'(13.64-20.16]\'',0.06,46,235,'\'(0.997484-1.002671]\'',3.08,0.61,8.8,6
7.4,0.18,0.29,'\'(-inf-7.12]\'',0.042,34,101,'\'(0.992297-0.997484]\'',3.54,0.6,10.5,7
7.2,0.29,0.2,'\'(7.12-13.64]\'',0.046,51,174,'\'(0.992297-0.997484]\'',3.16,0.52,9.5,5
6.3,0.27,0.18,'\'(7.12-13.64]\'',0.048,45,186,'\'(0.992297-0.997484]\'',3.23,0.47,9,5
6.2,0.26,0.19,'\'(-inf-7.12]\'',0.049,47,172,'\'(0.992297-0.997484]\'',3.14,0.43,10.4,6
7.3,0.21,0.21,'\'(-inf-7.12]\'',0.046,35,133,'\'(0.992297-0.997484]\'',3.38,0.46,10,6
7.1,0.14,0.35,'\'(-inf-7.12]\'',0.039,24,128,'\'(-inf-0.992297]\'',2.97,0.68,10.4,5
7.2,0.39,0.54,'\'(-inf-7.12]\'',0.157,34,132,'\'(0.992297-0.997484]\'',3.11,0.53,9,6
7.6,0.48,0.28,'\'(7.12-13.64]\'',0.049,57,205,'\'(0.992297-0.997484]\'',3.24,0.45,9.3,5
7.2,0.39,0.54,'\'(-inf-7.12]\'',0.157,34,132,'\'(0.992297-0.997484]\'',3.11,0.53,9,6
7.6,0.48,0.28,'\'(7.12-13.64]\'',0.049,57,205,'\'(0.992297-0.997484]\'',3.24,0.45,9.3,5
6.5,0.36,0.31,'\'(-inf-7.12]\'',0.061,20,134,'\'(0.992297-0.997484]\'',3.18,0.45,9,6
8.5,0.25,0.31,'\'(-inf-7.12]\'',0.032,11,61,'\'(-inf-0.992297]\'',3.06,0.44,11.5,6
6.9,0.3,0.21,'\'(13.64-20.16]\'',0.056,49,159,'\'(0.997484-1.002671]\'',3.11,0.48,9,5
6.6,0.19,0.43,'\'(7.12-13.64]\'',0.045,53,154,'\'(0.997484-1.002671]\'',3.52,0.77,10.4,6
6.9,0.3,0.21,'\'(13.64-20.16]\'',0.056,49,159,'\'(0.997484-1.002671]\'',3.11,0.48,9,5
9.4,0.42,0.32,'\'(-inf-7.12]\'',0.027,20,167,'\'(0.992297-0.997484]\'',3.08,0.43,10.6,5
6.6,0.19,0.43,'\'(7.12-13.64]\'',0.045,53,154,'\'(0.997484-1.002671]\'',3.52,0.77,10.4,6
6.3,0.2,0.3,'\'(-inf-7.12]\'',0.034,35,152,'\'(0.992297-0.997484]\'',3.47,0.4,8.5,6
8.5,0.19,0.56,'\'(13.64-20.16]\'',0.055,47,169,'\'(0.997484-1.002671]\'',3.07,0.67,9.3,6
7.3,0.19,0.25,'\'(-inf-7.12]\'',0.051,41,107,'\'(0.992297-0.997484]\'',3.53,0.66,10.5,7
6.7,0.25,0.26,'\'(7.12-13.64]\'',0.06,50,156,'\'(0.997484-1.002671]\'',3.39,0.46,9.9,6
6.2,0.25,0.28,'\'(7.12-13.64]\'',0.035,28,108,'\'(0.992297-0.997484]\'',3.4,0.42,10.4,6
6.1,0.46,0.32,'\'(-inf-7.12]\'',0.053,10,94,'\'(0.992297-0.997484]\'',3.35,0.47,10.1,5
7.3,0.19,0.25,'\'(-inf-7.12]\'',0.051,41,107,'\'(0.992297-0.997484]\'',3.53,0.66,10.5,7
7.5,0.29,0.26,'\'(13.64-20.16]\'',0.067,47,178,'\'(0.997484-1.002671]\'',3.04,0.49,9.2,4
6.7,0.31,0.18,'\'(7.12-13.64]\'',0.043,57,200,'\'(0.992297-0.997484]\'',3.17,0.44,9.4,6
7.4,0.14,0.3,'\'(-inf-7.12]\'',0.033,25,91,'\'(0.992297-0.997484]\'',3.53,0.39,10.6,6
6.7,0.31,0.18,'\'(7.12-13.64]\'',0.043,57,200,'\'(0.992297-0.997484]\'',3.17,0.44,9.4,6
7.1,0.4,0.52,'\'(-inf-7.12]\'',0.148,45,149,'\'(0.992297-0.997484]\'',3.08,0.56,8.7,5
6.4,0.16,0.25,'\'(-inf-7.12]\'',0.047,20,77,'\'(0.992297-0.997484]\'',3.61,0.54,10.2,6
6.3,0.16,0.22,'\'(-inf-7.12]\'',0.046,18,66,'\'(0.992297-0.997484]\'',3.61,0.55,10.3,6
7.4,0.33,0.26,'\'(13.64-20.16]\'',0.049,67,210,'\'(0.997484-1.002671]\'',3.06,0.68,9.5,5
7.4,0.33,0.26,'\'(13.64-20.16]\'',0.049,67,210,'\'(0.997484-1.002671]\'',3.06,0.68,9.5,5
7.4,0.33,0.26,'\'(13.64-20.16]\'',0.049,67,210,'\'(0.997484-1.002671]\'',3.06,0.68,9.5,5
7.4,0.33,0.26,'\'(13.64-20.16]\'',0.049,67,210,'\'(0.997484-1.002671]\'',3.06,0.68,9.5,5
6.6,0.41,0.24,'\'(-inf-7.12]\'',0.158,47,144,'\'(0.992297-0.997484]\'',3.17,0.49,9.4,5
6.7,0.43,0.23,'\'(-inf-7.12]\'',0.157,49,145,'\'(0.992297-0.997484]\'',3.17,0.49,9.4,5
7.4,0.33,0.26,'\'(13.64-20.16]\'',0.049,67,210,'\'(0.997484-1.002671]\'',3.06,0.68,9.5,5
7.3,0.4,0.28,'\'(-inf-7.12]\'',0.037,26,97,'\'(-inf-0.992297]\'',3.16,0.58,12.6,7
7.4,0.18,0.24,'\'(-inf-7.12]\'',0.047,21,106,'\'(0.992297-0.997484]\'',3.52,0.64,10.5,7
8.6,0.17,0.28,'\'(-inf-7.12]\'',0.047,38,150,'\'(0.992297-0.997484]\'',3.1,0.56,10.8,6
6.5,0.32,0.23,'\'(-inf-7.12]\'',0.054,39,208,'\'(0.992297-0.997484]\'',3.18,0.46,9.9,6
7.3,0.4,0.28,'\'(-inf-7.12]\'',0.037,26,97,'\'(-inf-0.992297]\'',3.16,0.58,12.6,7
7,0.32,0.31,'\'(-inf-7.12]\'',0.031,38,115,'\'(0.992297-0.997484]\'',3.38,0.58,12.2,7
7.5,0.42,0.19,'\'(-inf-7.12]\'',0.041,62,150,'\'(0.992297-0.997484]\'',3.23,0.37,10,6
6.9,0.28,0.31,'\'(7.12-13.64]\'',0.04,47,168,'\'(0.992297-0.997484]\'',3.29,0.57,10.6,7
6.5,0.29,0.42,'\'(7.12-13.64]\'',0.042,66,202,'\'(0.992297-0.997484]\'',3.24,0.53,9.5,6
6.3,0.41,0.18,'\'(-inf-7.12]\'',0.027,23,109,'\'(-inf-0.992297]\'',3.34,0.54,12.8,8
7,0.32,0.31,'\'(-inf-7.12]\'',0.031,38,115,'\'(0.992297-0.997484]\'',3.38,0.58,12.2,7
7.3,0.3,0.33,'\'(-inf-7.12]\'',0.043,28,125,'\'(-inf-0.992297]\'',3.34,0.44,12.6,7
6.6,0.22,0.28,'\'(7.12-13.64]\'',0.058,25,125,'\'(0.997484-1.002671]\'',3.45,0.45,9.4,5
6,0.26,0.18,'\'(-inf-7.12]\'',0.055,50,194,'\'(0.992297-0.997484]\'',3.21,0.43,9,5
6.9,0.44,0.18,'\'(7.12-13.64]\'',0.051,26,126,'\'(0.997484-1.002671]\'',3.23,0.48,9.1,5
7.5,0.42,0.2,'\'(-inf-7.12]\'',0.06,15,168,'\'(0.992297-0.997484]\'',3.06,0.4,9.4,6
7,0.36,0.3,'\'(-inf-7.12]\'',0.04,40,143,'\'(-inf-0.992297]\'',3.33,0.42,12.2,7
5.6,0.295,0.2,'\'(-inf-7.12]\'',0.049,18,134,'\'(0.992297-0.997484]\'',3.21,0.68,10,5
6.8,0.21,0.55,'\'(13.64-20.16]\'',0.053,34,159,'\'(0.997484-1.002671]\'',2.93,0.44,9.2,5
9.4,0.28,0.3,'\'(-inf-7.12]\'',0.045,36,139,'\'(0.992297-0.997484]\'',3.11,0.49,9.3,5
8.1,0.28,0.34,'\'(-inf-7.12]\'',0.035,11,126,'\'(0.992297-0.997484]\'',3.14,0.5,9.8,6
6.8,0.21,0.55,'\'(13.64-20.16]\'',0.053,34,159,'\'(0.997484-1.002671]\'',2.93,0.44,9.2,5
7,0.22,0.26,'\'(-inf-7.12]\'',0.036,44,132,'\'(-inf-0.992297]\'',3.34,0.41,12,7
9.4,0.28,0.3,'\'(-inf-7.12]\'',0.045,36,139,'\'(0.992297-0.997484]\'',3.11,0.49,9.3,5
6.8,0.32,0.3,'\'(-inf-7.12]\'',0.029,15,80,'\'(-inf-0.992297]\'',3.33,0.63,12.6,7
7,0.19,0.33,'\'(-inf-7.12]\'',0.032,42,127,'\'(-inf-0.992297]\'',3.31,0.38,12.2,6
7.7,0.42,0.38,'\'(7.12-13.64]\'',0.061,49,144,'\'(0.992297-0.997484]\'',3.4,0.58,11,6
7.4,0.2,0.31,'\'(-inf-7.12]\'',0.038,34,116,'\'(-inf-0.992297]\'',3.25,0.39,12,7
7.5,0.24,0.62,'\'(7.12-13.64]\'',0.045,51,153,'\'(0.997484-1.002671]\'',3.16,0.44,8.8,5
7.5,0.26,0.59,'\'(7.12-13.64]\'',0.046,58,164,'\'(0.997484-1.002671]\'',3.17,0.46,8.9,4
6.6,0.4,0.32,'\'(-inf-7.12]\'',0.035,39,84,'\'(-inf-0.992297]\'',3.59,0.48,12.7,7
8,0.2,0.3,'\'(7.12-13.64]\'',0.037,42,130,'\'(0.992297-0.997484]\'',3.1,0.67,11.8,6
4.6,0.445,0,'\'(-inf-7.12]\'',0.053,11,178,'\'(0.992297-0.997484]\'',3.79,0.55,10.2,5
6.1,0.41,0.04,'\'(-inf-7.12]\'',0.036,23,121,'\'(-inf-0.992297]\'',3.24,0.61,9.9,6
7.6,0.2,0.34,'\'(-inf-7.12]\'',0.041,42,148,'\'(0.992297-0.997484]\'',3.35,0.66,11.1,6
6.9,0.3,0.21,'\'(7.12-13.64]\'',0.045,54,190,'\'(0.992297-0.997484]\'',3.22,0.48,9.4,5
7,0.35,0.17,'\'(-inf-7.12]\'',0.049,7,119,'\'(0.992297-0.997484]\'',3.13,0.36,9.7,6
6.9,0.35,0.55,'\'(7.12-13.64]\'',0.038,22,111,'\'(0.992297-0.997484]\'',3.11,0.29,9.7,5
7,0.35,0.17,'\'(-inf-7.12]\'',0.049,7,119,'\'(0.992297-0.997484]\'',3.13,0.36,9.7,6
6.9,0.35,0.55,'\'(7.12-13.64]\'',0.038,22,111,'\'(0.992297-0.997484]\'',3.11,0.29,9.7,5
7.6,0.3,0.4,'\'(-inf-7.12]\'',0.054,29,175,'\'(0.992297-0.997484]\'',3.19,0.53,9.8,5
7.5,0.38,0.29,'\'(7.12-13.64]\'',0.05,25,209,'\'(0.997484-1.002671]\'',3.25,0.59,9.3,6
7.5,0.3,0.32,'\'(-inf-7.12]\'',0.032,31,161,'\'(-inf-0.992297]\'',2.95,0.42,10.5,5
6.3,0.4,0.32,'\'(7.12-13.64]\'',0.049,38,209,'\'(0.997484-1.002671]\'',3.47,0.59,9.3,6
6.8,0.37,0.28,'\'(-inf-7.12]\'',0.024,64,106,'\'(-inf-0.992297]\'',3.45,0.6,12.6,8
7.5,0.23,0.35,'\'(13.64-20.16]\'',0.058,128,212,'\'(0.997484-1.002671]\'',3.44,0.43,8.9,5
8.3,0.27,0.34,'\'(7.12-13.64]\'',0.048,50,118,'\'(0.992297-0.997484]\'',3.18,0.51,10.3,5
6.8,0.26,0.22,'\'(-inf-7.12]\'',0.041,110,198,'\'(0.992297-0.997484]\'',3.29,0.67,10.6,5
6.5,0.28,0.35,'\'(7.12-13.64]\'',0.067,61,180,'\'(0.992297-0.997484]\'',3.15,0.57,9,4
7.2,0.34,0.3,'\'(7.12-13.64]\'',0.051,40,167,'\'(0.997484-1.002671]\'',3.48,0.62,9.7,5
7,0.23,0.26,'\'(7.12-13.64]\'',0.041,21,90,'\'(0.992297-0.997484]\'',3.22,0.55,9.5,6
7.7,0.29,0.29,'\'(-inf-7.12]\'',0.06,27,156,'\'(0.992297-0.997484]\'',3.49,0.59,10.3,6
7.2,0.34,0.3,'\'(7.12-13.64]\'',0.051,40,167,'\'(0.997484-1.002671]\'',3.48,0.62,9.7,5
7.7,0.4,0.27,'\'(-inf-7.12]\'',0.034,27,95,'\'(-inf-0.992297]\'',3.21,0.59,12.3,8
6.7,0.17,0.27,'\'(-inf-7.12]\'',0.032,39,149,'\'(0.992297-0.997484]\'',3.4,0.52,10.5,5
7,0.23,0.26,'\'(7.12-13.64]\'',0.041,21,90,'\'(0.992297-0.997484]\'',3.22,0.55,9.5,6
8.1,0.24,0.26,'\'(7.12-13.64]\'',0.043,41,211,'\'(0.992297-0.997484]\'',3.11,0.49,10,6
7.7,0.28,0.63,'\'(7.12-13.64]\'',0.039,58,179,'\'(0.997484-1.002671]\'',3.08,0.44,8.8,4
7.5,0.23,0.29,'\'(-inf-7.12]\'',0.031,24,98,'\'(-inf-0.992297]\'',3,0.54,10.9,6
8.3,0.26,0.31,'\'(-inf-7.12]\'',0.029,14,141,'\'(-inf-0.992297]\'',2.95,0.77,12.2,6
7.9,0.46,0.4,'\'(7.12-13.64]\'',0.168,19,184,'\'(0.997484-1.002671]\'',3.06,0.62,9.5,5
7.9,0.31,0.22,'\'(7.12-13.64]\'',0.048,46,212,'\'(0.997484-1.002671]\'',3.47,0.59,10,5
7.9,0.25,0.34,'\'(7.12-13.64]\'',0.04,53,202,'\'(0.992297-0.997484]\'',3.11,0.57,9.6,6
6.1,0.28,0.16,'\'(-inf-7.12]\'',0.06,36,126,'\'(0.992297-0.997484]\'',3.13,0.46,8.7,6
7,0.18,0.26,'\'(-inf-7.12]\'',0.044,46,89,'\'(0.992297-0.997484]\'',3.39,0.48,10.7,7
6.5,0.21,0.28,'\'(-inf-7.12]\'',0.046,26,66,'\'(-inf-0.992297]\'',3.43,0.48,11.1,6
7.6,0.48,0.33,'\'(-inf-7.12]\'',0.024,14,130,'\'(-inf-0.992297]\'',3.25,0.45,12.5,7
7.1,0.34,0.32,'\'(-inf-7.12]\'',0.051,29,130,'\'(0.992297-0.997484]\'',3.3,0.5,10.4,6
8.9,0.21,0.37,'\'(-inf-7.12]\'',0.028,20,93,'\'(0.992297-0.997484]\'',3.2,0.37,11.5,5
7.4,0.32,0.27,'\'(7.12-13.64]\'',0.04,60,221,'\'(0.997484-1.002671]\'',3.05,0.66,9.4,5
6,0.495,0.27,'\'(-inf-7.12]\'',0.157,17,129,'\'(0.992297-0.997484]\'',3.03,0.36,9.3,5
8.1,0.25,0.34,'\'(7.12-13.64]\'',0.05,30,121,'\'(0.992297-0.997484]\'',3.17,0.49,10.1,6
8.2,0.25,0.46,'\'(-inf-7.12]\'',0.05,14,102,'\'(0.992297-0.997484]\'',3.28,0.58,9.7,5
6.5,0.18,0.29,'\'(-inf-7.12]\'',0.035,39,144,'\'(0.992297-0.997484]\'',3.49,0.5,10.5,6
6.7,0.24,0.26,'\'(7.12-13.64]\'',0.053,44,182,'\'(0.997484-1.002671]\'',3.42,0.42,9.7,5
6.6,0.32,0.24,'\'(-inf-7.12]\'',0.06,42.5,204,'\'(0.992297-0.997484]\'',3.59,0.51,9.2,5
7.6,0.32,0.35,'\'(-inf-7.12]\'',0.092,24,138,'\'(0.992297-0.997484]\'',3.19,0.44,9.8,5
7.4,0.33,0.44,'\'(7.12-13.64]\'',0.05,40,227,'\'(0.992297-0.997484]\'',3.12,0.52,9,5
7.2,0.3,0.3,'\'(7.12-13.64]\'',0.05,40,188,'\'(0.992297-0.997484]\'',3.15,0.49,9.1,6
7.4,0.34,0.3,'\'(13.64-20.16]\'',0.037,70,169,'\'(0.992297-0.997484]\'',3.25,0.37,10.4,6
6.1,0.16,0.29,'\'(-inf-7.12]\'',0.03,29,144,'\'(0.992297-0.997484]\'',3.68,0.46,10.7,6
6.3,0.1,0.24,'\'(-inf-7.12]\'',0.039,25,107,'\'(0.992297-0.997484]\'',3.59,0.49,10.5,7
6.2,0.45,0.73,'\'(7.12-13.64]\'',0.099,47,202,'\'(0.992297-0.997484]\'',3.21,0.43,9.2,5
6,0.33,0.18,'\'(-inf-7.12]\'',0.036,5,85,'\'(-inf-0.992297]\'',3.28,0.4,11.5,4
7.6,0.48,0.37,'\'(-inf-7.12]\'',0.034,5,57,'\'(0.992297-0.997484]\'',3.05,0.54,10.4,3
7.2,0.2,0.3,'\'(-inf-7.12]\'',0.039,43,188,'\'(-inf-0.992297]\'',3.3,0.41,12,6
7,0.32,0.29,'\'(-inf-7.12]\'',0.036,41,150,'\'(-inf-0.992297]\'',3.38,0.43,12.2,6
7.2,0.2,0.3,'\'(-inf-7.12]\'',0.039,43,188,'\'(-inf-0.992297]\'',3.3,0.41,12,6
7,0.22,0.29,'\'(7.12-13.64]\'',0.05,24,90,'\'(0.992297-0.997484]\'',3.29,0.46,9.8,6
9.4,0.23,0.56,'\'(13.64-20.16]\'',0.063,52.5,282,'\'(0.997484-1.002671]\'',3.1,0.51,9.3,5
